User,Text,Date,Favorites,Retweets,Mentions,HashTags
LenovoLegion,"Lenovo Legion x @PlayApex Now is your chance to rise above the rest. Unmatched performance, purposeful engineering, modern design. Gear up with a machine as savage as you are. Stylish outside. Savage inside.",2020-09-03 18:26:48+00:00,9,106,@PlayApex,
LenovoLegion,"Lenovo Legion x @PlayApex Now is your chance to rise above the rest. Unmatched performance, purposeful engineering, modern design. Gear up with a machine as savage as you are. Stylish outside. Savage inside.",2020-09-03 18:26:48+00:00,9,106,@PlayApex,
LenovoLegion,"Lenovo Legion x @PlayApex Now is your chance to rise above the rest. Unmatched performance, purposeful engineering, modern design. Gear up with a machine as savage as you are. Stylish outside. Savage inside.",2020-09-03 18:26:48+00:00,9,106,@PlayApex,
LenovoLegion,"Lenovo Legion x @PlayApex Now is your chance to rise above the rest. Unmatched performance, purposeful engineering, modern design. Gear up with a machine as savage as you are. Stylish outside. Savage inside.",2020-09-03 18:26:48+00:00,9,106,@PlayApex,
LenovoLegion,"Lenovo Legion x @PlayApex Now is your chance to rise above the rest. Unmatched performance, purposeful engineering, modern design. Gear up with a machine as savage as you are. Stylish outside. Savage inside.",2020-09-03 18:26:48+00:00,9,106,@PlayApex,
LenovoLegion,"Lenovo Legion x @PlayApex Now is your chance to rise above the rest. Unmatched performance, purposeful engineering, modern design. Gear up with a machine as savage as you are. Stylish outside. Savage inside.",2020-09-03 18:26:48+00:00,9,106,@PlayApex,
AnkerOfficial,"12 outlets are arranged with enough space to accommodate both large and small plugs, so you can connect as many of your devices as possible with ease.",2020-09-03 14:44:40+00:00,11,57,,
BUZZNET,"They were once the top NBA players, so find out what happened to them after they retired.",2020-09-03 13:34:47+00:00,0,0,,
BUZZNET,"They were once the top NBA players, so find out what happened to them after they retired.",2020-09-03 13:34:47+00:00,0,0,,
Factinate,"When real life is more dramatic than a soap opera, things have gone wrong.",2020-09-01 18:31:43+00:00,0,3,,
Hossinfortworth,"The road in front of my grandparents (RIP) home.... Lots of memories and fun times on this old road. @Long Branch, Texas https://www.instagram.com/p/CEkq7cWj4pBmtHNwh-P4a0CBcNMIzKby9TOqyQ0/?igshid=1r6x1izlyag4h",2020-08-31 23:58:53+00:00,0,0,,
Route66O,12 or 30?,2020-08-31 23:55:26+00:00,0,0,,
Ow75Tina,"Listen, I’ve been watching your journey on here and you are always very thoughtful. I don’t believe you made this choice blindly or easily at all. I don’t agree your choice, but I appreciate your process. It’s kind like how Ryan Knight got a lot of hell for going his route ",2020-08-31 23:54:53+00:00,0,1,,
KitKat7975,"The Road- (2009) American post-apocalyptic survival film directed by John Hillcoat and written by Joe Penhall, based on the 2006 novel of the same name by Cormac McCarthy. The movie is amazing. I watched it once back in 2013 and I think about it a lot actually ",2020-08-31 23:54:50+00:00,0,0,,
Route66O,Imagine if he were alive today.,2020-08-31 23:53:50+00:00,0,0,,
METROHouAlerts,A bus on the #METROBus52 route NB is delayed near Burnett TC due to a maintenance issue. ^S ,2020-08-31 23:52:52+00:00,0,0,,#METROBus52
JenHale504,"BI attributes part of his improvement to extra work he put in behind the scenes. Every night, home or road, BI &amp; @ZO2_ did an extra nightly workout w/ @PelicansNBA shooting coach Fred Vinson. Take a look at the story @rdoyle79 &amp; I did on those sessions:",2020-08-31 23:49:48+00:00,4,34,@ZO2_ @PelicansNBA @rdoyle79,
Route66O,,2020-08-31 23:47:35+00:00,0,0,,
METROHouAlerts,A bus on the #METROBus259 route outbound is delayed near Travis at Pease due to a minor bus accident. ^S ,2020-08-31 23:36:57+00:00,1,0,,#METROBus259
YoungLunatic504,If it don’t ripple it don’t make sense...,2020-08-31 23:32:06+00:00,0,0,,
MarioGetBandz,If y’all need a road dog hit me cause if I ain drivin I’ll ride wit ya it feel good riding passenger,2020-08-31 23:29:18+00:00,0,0,,
dwightbdan,"Meet Jemma, my 2012 Road Glide Custom @Republic Harley-Davidson https://www.instagram.com/p/CEknXHuh5WH/?igshid=1a1ov80tvp26m",2020-08-31 23:27:42+00:00,0,1,,
AVD_LAW,"Great hands, great route runner, flat out fast! ",2020-08-31 23:26:35+00:00,0,0,,
BHGREGaryGreene,Just listed by Susan Missiha in #Houston #TX. 4705 Warm Springs Road! Please retweet! https://tour.corelistingmachine.com/home/KJ6DHM,2020-08-31 23:24:55+00:00,0,0,,#Houston #TX
SKINNYTRAE,Lane changin x sob,2020-08-31 23:23:53+00:00,0,0,,
atKWMemorial,See a virtual tour of one of our newest #listings 207 Isles End Road #Galveston #TX https://tour.corelistingmachine.com/home/AWGFEV,2020-08-31 23:22:11+00:00,0,0,,#listings #Galveston #TX
YoungLunatic504,Ppl funny...,2020-08-31 23:20:10+00:00,0,0,,
TKMoniker,Chuck Berry Route 66 https://youtu.be/tg2EbJy-9dc via @YouTube audio,2020-08-31 23:16:13+00:00,5,14,@YouTube,
TotalTrafficHOU,"Disabled vehicle, left lane blocked in #SouthSide on Hwy 288 NB at Yellowstone #traffic http://bit.ly/17hsIjn",2020-08-31 23:15:44+00:00,0,0,,#SouthSide #traffic
321mdl,I’m supporting #maevesmiles today by making a donation &amp; virtually biking a 2-mile (x7) route near Midlothian on my @gorouvy @wahoofitness @FeltBicycles setup https://my.rouvy.com/virtual-routes/detail/22382 #rouvy #virtualtraining,2020-08-31 23:07:12+00:00,0,0,@gorouvy @wahoofitness @FeltBicycles,#maevesmiles #rouvy #virtualtraining
TotalTrafficAUS,"Accident, left lane blocked in #Travis on I-35 NB approaching Cesar Chavez St/Exit 234, stop and go traffic back to Woodland Ave #ATXtraffic http://bit.ly/10BGKax",2020-08-31 23:05:43+00:00,0,0,,#Travis #ATXtraffic
YoungLunatic504,I was raised in pure ignorance with class...,2020-08-31 22:59:02+00:00,0,2,,
ClearCreekISD,"It was great having our buses back on the road &amp; seeing the excitement of around 10,000 students fill the halls of our campuses today! Thank you to everyone who had a hand in making it happen. We look forward to welcoming back the rest of our Brick &amp; Mortar students on Sept. 14. ",2020-08-31 22:52:15+00:00,8,54,,
EoinJon,Route Two in Weekapaug!!!! ,2020-08-31 22:52:08+00:00,0,2,,
YoungLunatic504,If he did then why would we need him ,2020-08-31 22:48:03+00:00,0,0,,
anita_yann,Pardon vas dormir personne ne veut entendre tes conneries la...passe ta route tranquillement femme pasteur,2020-08-31 22:38:25+00:00,0,1,,
aljnvdro,I know. The demoncrats are taking the chinese route. Many are blind to see that,2020-08-31 22:30:56+00:00,0,0,,
TotalTrafficBTR,Stall cleared in #EastBatonRouge on I 10 EB after Siegen Lane/LA-3246/Exit 163 #traffic http://bit.ly/12oyfoo,2020-08-31 22:20:43+00:00,0,0,,#EastBatonRouge #traffic
shaymecheee,lets not pretend we dk what the left lane is for ppl .. ,2020-08-31 22:16:01+00:00,0,0,,
RachelBissett3,"In trumps crazy mind, yes. Also the magats had posted publicly what their route was going to be. But they decided to veer off that path and take a drive through the peaceful protesters and turned it into a violent deadly event. ",2020-08-31 22:10:33+00:00,0,1,,
liarsalwayslie,If someone loans you their car what do you mean you can’t drive it???? Every service vehicle you see on the road belongs to someone else. I can let my brother borrow my car. I can let my daughter drive my car. I can let my friend drive my car.,2020-08-31 22:02:09+00:00,0,0,,
aggieparking,Struggling to get to campus? We offer a Park & Ride service! Just park at The First Baptist Church of College Station and our bus Route 34 will swing by and get you to campus! For more information check out http://transport.tamu.edu/Transit/service.aspx#parknride @TAMU @tamustudentlife @TAMUResLife,2020-08-31 22:01:03+00:00,0,1,@TAMU @tamustudentlife @TAMUResLife,
GetToAggieGame,Struggling to get to campus? We offer a Park & Ride service! Just park at The First Baptist Church of College Station and our bus Route 34 will swing by and get you to campus! For more information check out http://transport.tamu.edu/Transit/service.aspx#parknride @TAMU @tamustudentlife @TAMUResLife,2020-08-31 22:01:03+00:00,1,0,@TAMU @tamustudentlife @TAMUResLife,
Donovann___,Ran that Drake route lmao ,2020-08-31 21:56:06+00:00,0,0,,
CactusBlack_,Lemme get a PS4 code,2020-08-31 21:42:36+00:00,0,0,,
alyssarenee54,Imma stay in my fucked up lane ,2020-08-31 21:41:02+00:00,0,0,,
nathanmanp,Houston Police has a block of Westheimer blocked off. Forces you to turn with no clear guidance on a detour route then the side road is blocked too,2020-08-31 21:37:13+00:00,0,0,,
METROHouAlerts,A bus on the #METROBus292 route outbound is delayed near US 59 HOV at Uptown due to a flat tire. ^S ,2020-08-31 21:36:46+00:00,0,0,,#METROBus292
CactusBlack_,PS4 I'll give yall a 10 on metacritic ,2020-08-31 21:28:02+00:00,0,0,,
TotalTrafficHOU,"Accident, left lane blocked in #Channelview on I-10 Baytown E Fwy EB before Uvalde/Market, stop and go traffic back to Normandy #traffic http://bit.ly/17hsIjn",2020-08-31 21:25:43+00:00,0,0,,#Channelview #traffic
CactusBlack_,Ps4,2020-08-31 21:20:50+00:00,0,0,,
TotalTrafficHOU,"Disabled vehicle, center lane blocked in #NorthSide on N Sam Houston Pkwy WB at Veterans Memorial Toll Plz #traffic http://bit.ly/17hsIjn",2020-08-31 21:20:43+00:00,0,0,,#NorthSide #traffic
JeffOnTheRight,The projection. He doesn't like the idea of a conservative not going the usual establishment conservative Inc route when it comes to black people. The cognitive dissonance must be killing him. ,2020-08-31 21:16:14+00:00,1,10,,
TotalTrafficHOU,"Fire department activity. right lane blocked in #NorthSide on 610 WB at Hirsch, stop and go traffic back to Lockwood #traffic http://bit.ly/17hsIjn",2020-08-31 21:15:43+00:00,0,0,,#NorthSide #traffic
kay_bradford,"Parents- thank you for your patience as we move through dismissal for our Buffs. Not knowing if the road behind the cafeteria would be ready, we had our alternate plan for our litttle PK-1 Buffs behind the school.… https://www.instagram.com/p/CEkX1ztFmO-/?igshid=1ax7494abm5qx",2020-08-31 21:12:03+00:00,0,0,,
ComplexWays,"Nothing at all!! He took the easy route. Then had the nerve to post her basically naked, as if that was supposed to do something?!?! No one got the correlation sir, we're STILL laughing and you're still taking ""L's""!!! ",2020-08-31 20:59:42+00:00,0,1,,
YoungLunatic504,We throwing a second line for King T’Challa or Na ,2020-08-31 20:53:33+00:00,1,2,,
RouteCombo,COMEBACK OF THE YEAR! #MaddenNFL21 https://youtu.be/s-OfWt4WAIY,2020-08-31 20:50:34+00:00,0,2,,#MaddenNFL21 #MaddenNFL21
CactusBlack_,PS4,2020-08-31 20:49:31+00:00,0,0,,
CactusBlack_,PS4 hook me up,2020-08-31 20:49:05+00:00,0,0,,
bradgarropy,Reduced our app's bundle size by 95% today! 22mb -> 1mb We were removed inline source maps and leveraged @reactjs #suspense to #lazy load route components. ,2020-08-31 20:46:08+00:00,0,3,@reactjs,#suspense #lazy
TotalTrafficBTR,"Disabled vehicle, right lane blocked in #EastBatonRouge on I 10 EB after Siegen Lane/LA-3246/Exit 163 #traffic http://bit.ly/12oyfoo",2020-08-31 20:40:43+00:00,0,0,,#EastBatonRouge #traffic
TotalTrafficSAT,"Accident, right lane blocked in #NewBraunfels on I-35 (Northeast Side) NB at Solms Rd/Exit 183, stop and go traffic back to Engel Rd/Exit 182 #traffic http://bit.ly/17hwv06",2020-08-31 20:40:43+00:00,0,0,,#NewBraunfels #traffic
mackenzieGNF,It’s not a road trip without having to take a xanax for my stupid anxiety!!!,2020-08-31 20:27:26+00:00,0,0,,
CactusBlack_,#PS4share,2020-08-31 20:24:54+00:00,0,0,,#PS4share
TitoStarr1,Hbd To The President Of Down Da Road Ent. @onewayg14 We love and thank you for everything you do . #birthday #hbd #family #cousin #summer #summertime #DownDaRoad #DownDaRoadEnt #DownDaRoadBoyz #follow… https://www.instagram.com/p/CEkSVvihpq_/?igshid=1hl4hsa18fyxh,2020-08-31 20:24:01+00:00,0,0,@Onewayg14,#birthday #hbd #family #cousin #summer #summertime #DownDaRoad #DownDaRoadEnt #DownDaRoadBoyz #follow
3TENaustin,"Shotgun Willie Weddings are coming! Take the quickest route to wedded bliss with a 30 minute quickie session, available ONLY on Sun, 9/20. Enjoy a ceremony in front of the ACL skyline, backstage celebration, &amp; Smilebooth photos! Pre-book now &amp; save $100: https://acl.live/2EL2YGZ",2020-08-31 20:11:02+00:00,1,1,,
Alosguy,"It's always the case, unintelligent, uninformed people always take the insult route. Poor thing",2020-08-31 20:07:41+00:00,0,0,,
AustinCory,"What? The whole point of seeding in sports is to reward teams for performance by giving them easier routes to a title. They want the easier route to increase their title odds, not because they are afraid of a challenge.",2020-08-31 20:02:56+00:00,0,0,,
wonka_monka,"To be fair, I REALLY thought you’d go for the legal smuggling...should I have gone the straight-up pirate route?",2020-08-31 19:57:30+00:00,0,3,,
juliebeth,"that HEADLINE made me read it! and i follow the Texas Monthly, natch. we have HUGE mixmasters in Texas, and they're always building more. i have a friend who is afeart of heights and won't drive any route involving them. she always has to go the long way 'round.",2020-08-31 19:55:17+00:00,0,1,,
DeagyBoi,that route*,2020-08-31 19:48:23+00:00,0,0,,
hawknado,"Does seem like they could go the DLC/Update release route. Base ""MADDEN"" and just update the installed game",2020-08-31 19:36:49+00:00,0,1,,
RedStickChick23,Looks like a great road trip!,2020-08-31 19:35:40+00:00,0,1,,
emfoxhall,I just heard from David who now has made it farther down the road to where his retirement home was. He didn’t expect it to be there. He was right: https://twitter.com/emfoxhall/status/1300491795558739969,2020-08-31 19:26:16+00:00,1,0,,
Maddog_2026,Working releases and route running with former @12thMan Safety @WBautovich @wesbworkouts @BJHAthletics @FosterFootball @TexAgs @Rivals,2020-08-31 19:21:56+00:00,1,3,@12thMan @WBautovich @wesbworkouts @BJHAthletics @FosterFootball @TexAgs @Rivals,
budgetfencedfw,"Not a good feeling when you’re 26 foot trailer goes bouncing down the road due to a blown out axle @Round Rock, Texas https://www.instagram.com/p/CEkLDZcpoIG/?igshid=sy4sgqj6960b",2020-08-31 19:20:20+00:00,0,0,,
BHINTONRLTR,I would love to show you my #listing at 55 Batre Lane #2 #Mobile #AL #realestate https://tour.corelistingmachine.com/home/WMYEXW,2020-08-31 19:06:04+00:00,0,0,,#listing #Mobile #AL #realestate
tc5920,The floofy feets are the best. ,2020-08-31 18:57:49+00:00,0,2,,
Mr_iBPU,People that can’t turn into the 1st lane shouldn’t have a driver’s license,2020-08-31 18:50:55+00:00,0,0,,
JoeHoustonProps,I am looking for a buyer for 4300 Rosslyn Road 27 #Houston #TX #realestate https://tour.corelistingmachine.com/home/JP4EH7,2020-08-31 18:50:04+00:00,0,0,,#Houston #TX #realestate
kconleyy,Its crazy i be tryna find every lil reason to get on the road.,2020-08-31 18:30:52+00:00,0,0,,
Moneysignthadon,nigga ain’t wanna show me tha way I found my own route,2020-08-31 18:26:45+00:00,0,0,,
TotalTrafficBTR,"Accident, right lane blocked in #EastBatonRouge on I-12 EB between Oneal Ln/Hwy 3245/Exit 7 and Range Ave./Hwy 3002/Exit 10 #traffic http://bit.ly/12oyfoo",2020-08-31 18:20:43+00:00,0,0,,#EastBatonRouge #traffic
TotalTrafficHOU,Accident. left lane blocked in #NwSide on W Sam Houston Tollway SB at Tanner Rd #traffic http://bit.ly/17hsIjn,2020-08-31 18:00:43+00:00,0,1,,#NwSide #traffic
philospherical,you folks who imagine there will be another election down the road if Trump steals this one...,2020-08-31 17:36:29+00:00,0,3,,
matthewhmiller,@MobileALTraffic accident eastbound Cottage Hill at Knollwood intersection. Left lane blocked.,2020-08-31 17:34:19+00:00,0,1,@MobileALTraffic,
jdooley_clt,"There's irony that Vicksburg was the beginning of the end for the fight over slavery, yet 100 years later the fight continued, with all the achievements of reparation essentially erased. Just up the road in Birmingham and Anniston, AL the next battle for equality began. – at Vicksburg National Military Park",2020-08-31 17:26:49+00:00,0,1,,
coach_pat84,"If you a RB and can’t run routes you will be benched in Highschool, college and cut in the Pros... Learnd the route tree RB’s",2020-08-31 17:26:44+00:00,2,20,,
TotalTrafficSAT,"Road construction, right lane closed in #NeSide on I-35 (Northeast Side) NB at Evans Rd, stop and go traffic back to Olympia Pkwy #traffic http://bit.ly/17hwv06",2020-08-31 17:25:43+00:00,0,0,,#NeSide #traffic
HouCLT,HCLT's Affordable House of the week! 7923 Virgil Lane. Picture your family wrapped up in blue. The serene exterior of this house with its fine landscaping and 7' cedar privacy fence is matched by the well-crafted… https://www.instagram.com/p/CEj8nm6JG-G/?igshid=1k5zqh305xcfp,2020-08-31 17:14:13+00:00,1,1,,
RexDiamonds,I need a road trip this weekend,2020-08-31 16:41:46+00:00,1,0,,
TotalTrafficHOU,"Accident. only the right lane gets by in #Baytown on I-10 EB near Monmouth, stopped traffic back to Sheldon #traffic http://bit.ly/17hsIjn",2020-08-31 16:25:43+00:00,0,0,,#Baytown #traffic
SeanSteffen,"What this example actually shows is the ludicrous home advantage of MLS. If the game was played on spreadsheets, they could almost simulate it in a bubble by having the ""road team"" play down a man. Obviously this isn't a suggestion and there is more than what's on the spreadsheet",2020-08-31 16:06:20+00:00,0,0,,
SeanSteffen,"So, the numbers come out to a 1.2 expected points value for a home team being down a man all game and 0.9 for a road game. Of course, this example is extreme and we can't measure things like confidence of a road team in this situation or panic of a home team.",2020-08-31 16:03:17+00:00,0,2,,
kaywiththevibes,Here is a view of my new CRAFT ROOM. My husband has been excited to see me put it together. I have been piecing together every room except this one.⁣ ⁣ I tried putting my fabric at the road. My husband brought it… https://www.instagram.com/p/CEj0c9InI_H/?igshid=w98rlrcfcvxx,2020-08-31 16:02:52+00:00,0,0,,
TotalTrafficBTR,"Road construction, left lane closed in #Ascension on I 10 EB before US 61/Gramercy/Sorrento/Exit 187 #traffic http://bit.ly/12oyfoo",2020-08-31 15:55:43+00:00,0,0,,#Ascension #traffic
TotalTrafficBTR,"Road construction, left lane closed in #Ascension on I 10 EB before US 61/Gramercy/Sorrento/Exit 187 #traffic http://bit.ly/12oyfoo",2020-08-31 15:55:43+00:00,0,0,,#Ascension #traffic
SeanSteffen,"Would you rather play an entire home game in MLS down a man or play the same game 11 v 11 on the road? Chances are, analytics and your gut are going to be at odds on this one.",2020-08-31 15:52:28+00:00,0,3,,
Barketizers,"I trim that fat away, and why do I do that? Rendered fat hanging out inside dog treats will go rancid in the future That's why preservatives have to be added! No thanks, I'll take the longer road and put in that… https://www.instagram.com/p/CEjzEL1pe95/?igshid=u5do7gam7jcd",2020-08-31 15:50:48+00:00,0,1,,
TotalTrafficBTR,"Road marking operations, left lane closed in #Ascension on I 10 EB before US 61/Gramercy/Sorrento/Exit 187 #traffic http://bit.ly/12oyfoo",2020-08-31 15:50:45+00:00,0,0,,#Ascension #traffic
TotalTrafficBTR,"Road marking operations, left lane closed in #Ascension on I 10 EB before US 61/Gramercy/Sorrento/Exit 187 #traffic http://bit.ly/12oyfoo",2020-08-31 15:50:45+00:00,0,0,,#Ascension #traffic
michaelkrik,My record is 8 straight green lights on the opposite lane from me there. People were just going around me. I wanted to see how many it would go. Gave up after 8 and just went.,2020-08-31 15:40:44+00:00,0,1,,
mpscheerer,"A haunting reminder this morning of no Fall sports, but a happy memory nonetheless on the road last year with @UNDvolleyball in New Orleans. – at 21st Amendment",2020-08-31 15:07:38+00:00,0,0,@UNDvolleyball,
IBERIABANK,"Our dedication to providing access to your money is stronger than ever. In order to take care of your financial needs, beginning today, the following SWLA banking centers are open from 10am - 3pm. Nelson Road, Mid City , Highway 14, Moss Bluff &amp; Kinder. http://www.iberiabank.com",2020-08-31 14:19:13+00:00,0,2,,
TotalTrafficBTR,"Accident, left lane blocked in #Lafayette on I 10 WB after Louisiana Ave/Exit 104 #traffic http://bit.ly/12oyfoo",2020-08-31 14:15:43+00:00,0,0,,#Lafayette #traffic
YM_takeova,Lane Johnson &amp; the Philadelphia Eagles don’t fear lineman. Now which one he better than ? ,2020-08-31 14:09:19+00:00,0,0,,
Old_Humble,"When someone says “there’s a ton of cars on the road”, they’re really just saying that traffic is really really really light. Because cars are pretty heavy.",2020-08-31 14:07:46+00:00,0,3,,
YM_takeova,That massive shit means NOTHING he’s proven not one thing in the NFL. Lane not having it better do your homework lol,2020-08-31 13:47:38+00:00,0,0,,
TotalTrafficBTR,"Accident, right lane blocked in #WestBatonRouge on I 10 EB before LA-415/Lobdell/Exit 151 #traffic http://bit.ly/12oyfoo",2020-08-31 13:45:43+00:00,0,0,,#WestBatonRouge #traffic
_jujulianne,might have to make a road trip ,2020-08-31 13:42:28+00:00,0,0,,
JustinAaronUH91,In route to make donations to #LakeCharles,2020-08-31 13:41:26+00:00,1,0,,#LakeCharles
ateanakat,THINGS MY BBYS DID: MF THAT I’ve remained loyal to staying in Joel’s lane but something about this performance had me in everyone else’s lane too bro ,2020-08-31 13:27:21+00:00,0,1,,
nessssa_75,Get out of the fast lane if you’re gonna drive slow af ,2020-08-31 13:12:26+00:00,4,22,,
TotalTrafficBTR,"Accident, left lane blocked in #Lafayette on I 10 WB at Louisiana Ave/Exit 104 #traffic http://bit.ly/12oyfoo",2020-08-31 13:00:43+00:00,0,0,,#Lafayette #traffic
Bozo_Texino,The Fast Lane: Cummins Diesel-Powered Ford Truck Breaks the Pikes Peak International Hill Climb Record. https://www.tfltruck.com/2020/08/cummins-diesel-powered-ford-truck-breaks-the-pikes-peak-international-hillclimb-record/ via @GoogleNews,2020-08-31 12:53:39+00:00,0,0,@googlenews,
TotalTrafficBTR,"Disabled vehicle, right lane blocked in #EastBatonRouge on I-110 SB at Laurel St/Exit 1H #traffic http://bit.ly/12oyfoo",2020-08-31 12:45:43+00:00,0,0,,#EastBatonRouge #traffic
Bryce_Newberry,Happening now: @ATCEMS &amp; @austinfiredept working to help someone stuck on a crane down. E 3rd St near I-35 frontage road. Avoid the area as emergency responders have the area blocked off. @KVUE,2020-08-31 12:43:53+00:00,3,5,@ATCEMS @austinfiredept @KVUE,
TotalTrafficAUS,"Accident, left lane blocked in #Austin on FM 973 NB at McKenzie Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-31 12:35:43+00:00,0,0,,#Austin #ATXtraffic
TotalTrafficHOU,"Stalled 18-wheeler blocks right lane and shoulder in #Downtown on I-45 SB at Dallas St, stopped traffic back to N. Main #traffic http://bit.ly/17hsIjn",2020-08-31 12:30:43+00:00,0,0,,#Downtown #traffic
TotalTrafficHOU,"Accident, right lane blocked in #NorthwestSide on W Sam Houston Tollway NB at Philippine, stopped traffic back to Little York #traffic http://bit.ly/17hsIjn",2020-08-31 12:30:43+00:00,0,0,,#NorthwestSide #traffic
TotalTrafficHOU,"Stalled 18-wheeler blocks right lane and shoulder in #Downtown on 45 Gulf Fwy SB at Dallas St, stopped traffic back to Hogan/Crockett St #traffic http://bit.ly/17hsIjn",2020-08-31 12:20:43+00:00,0,0,,#Downtown #traffic
Road_Dawg_WDJ,@DELv2 is the stream down ?,2020-08-31 12:13:17+00:00,0,0,@DELv2,
TotalTrafficAUS,"Accident, left lane blocked in #Austin on FM 973 NB at McKenzie Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-31 12:00:43+00:00,0,0,,#Austin #ATXtraffic
ReporterTimmy,"JUST HAPPENED: MAN RAN OUT OF CIRCLE K STORE WITH 4 CASES OF BEER It happened at the Circle K store, located at 6704 Pines Road.A male entered into the store, which he grabbed 4 cases of beer. Without paying for the cases of beer, he ran out of the store. He was last seen on foot ",2020-08-31 11:56:00+00:00,1,3,,
TotalTrafficHOU,"Accident blocks right lane of exit ramp in #WestSide on 610 W Lp SB at 69 The SW Fwy, stop and go traffic back to Memorial Dr #traffic http://bit.ly/17hsIjn",2020-08-31 11:55:43+00:00,0,0,,#WestSide #traffic
TotalTrafficHOU,"Accident. only the left lane gets by in #NorthwestSide on Sam Houston Tollway NB at Philippine, stopped traffic back to Little York #traffic http://bit.ly/17hsIjn",2020-08-31 11:35:42+00:00,0,0,,#NorthwestSide #traffic
TotalTrafficHOU,"Accident. only the left lane gets by in #NorthwestSide on W Sam Houston Tollway NB at Philippine, stopped traffic back to Hwy 290 #traffic http://bit.ly/17hsIjn",2020-08-31 11:10:43+00:00,0,0,,#NorthwestSide #traffic
ImagesMatthew,"Keep in mind like last week, their ""cloud based app"" Lighroom CC had an update that erased so many unbacked up photos. Permanently. Going down that road is tricky.",2020-08-31 11:09:15+00:00,0,1,,
TotalTrafficBTR,"Road construction, roadway reduced to one lane in #EastBatonRougeParish on I 10 WB at Highland Rd/LA-42/Exit 166 #traffic http://bit.ly/12oyfoo",2020-08-31 10:55:43+00:00,1,0,,#EastBatonRougeParish #traffic
TotalTrafficBTR,"Road construction, roadway reduced to one lane in #EastBatonRougeParish on I 10 WB at Highland Rd/LA-42/Exit 166 #traffic http://bit.ly/12oyfoo",2020-08-31 10:55:43+00:00,1,0,,#EastBatonRougeParish #traffic
aainodes,A white truck on side the road like the ppl. Blew me,2020-08-31 10:12:01+00:00,0,0,,
iamAJGutierrez,"I miss my JET LIFE already! We flying the first class Up in the sky Poppin' champagne Livin' my life In the fast lane And I won't change For the glamorous, oh the flossy flossy The glamorous, The… https://www.instagram.com/p/CEipQ5FHu-r/?igshid=mobflyqecza6",2020-08-31 05:07:12+00:00,0,0,,
Amby_Latte,We haven’t gone the pizza route yet. Rice and gravy would hit so hard.,2020-08-31 04:56:49+00:00,0,1,,
404Logan,Weston road flows...,2020-08-31 04:40:55+00:00,0,0,,
danywya,"Bet text me, me and lane running with a random we just met",2020-08-31 04:33:38+00:00,0,0,,
danywya,Lol me and lane got warzone and al green going on. Great lil combo,2020-08-31 04:30:41+00:00,1,1,,
